监控区域名称,监控区域编号,机组编号,机组名称,机型,是否停用,风机个体标识（43144为风力机）,自然风电场标识,省,备注,风机编号,风机设备功能位置标识
玉门风电场,1620901,WT00789,AT40,G58-850,0,4314400789,FLYGS01,甘肃,,G128,FLYGS01G128
玉门风电场,1620901,WT00790,AT41,G58-850,0,4314400790,FLYGS01,甘肃,,G129,FLYGS01G129
玉门风电场,1620901,WT00791,AT42,G58-850,0,4314400791,FLYGS01,甘肃,,G130,FLYGS01G130
玉门风电场,1620901,WT00792,AT43,G58-850,0,4314400792,FLYGS01,甘肃,,G131,FLYGS01G131
玉门风电场,1620901,WT00793,AT44,G58-850,0,4314400793,FLYGS01,甘肃,,G132,FLYGS01G132
玉门风电场,1620901,WT00794,AT45,G58-850,0,4314400794,FLYGS01,甘肃,,G133,FLYGS01G133
玉门风电场,1620901,WT00795,AT46,G58-850,0,4314400795,FLYGS01,甘肃,,G134,FLYGS01G134
玉门风电场,1620901,WT00796,AT47,G58-850,0,4314400796,FLYGS01,甘肃,,G135,FLYGS01G135
玉门风电场,1620901,WT00797,AT48,G58-850,0,4314400797,FLYGS01,甘肃,,G136,FLYGS01G136
玉门风电场,1620901,WT00798,AT49,G58-850,0,4314400798,FLYGS01,甘肃,,G137,FLYGS01G137
玉门风电场,1620901,WT00799,AT50,G58-850,0,4314400799,FLYGS01,甘肃,,G138,FLYGS01G138
玉门风电场,1620901,WT00800,AT51,G58-850,0,4314400800,FLYGS01,甘肃,,G139,FLYGS01G139
玉门风电场,1620901,WT00801,AT52,G58-850,0,4314400801,FLYGS01,甘肃,,G140,FLYGS01G140
玉门风电场,1620901,WT00802,AT53,G58-850,0,4314400802,FLYGS01,甘肃,,G141,FLYGS01G141
玉门风电场,1620901,WT00803,AT54,G58-850,0,4314400803,FLYGS01,甘肃,,G142,FLYGS01G142
玉门风电场,1620901,WT07232,F1101,GW100-2500,0,4314407232,FLYGS01,甘肃,,G143,FLYGS01G143
玉门风电场,1620901,WT07231,F1102,GW100-2500,0,4314407231,FLYGS01,甘肃,,G144,FLYGS01G144
玉门风电场,1620901,WT09238,F1103,GW100-2500,0,4314409238,FLYGS01,甘肃,,G145,FLYGS01G145
玉门风电场,1620901,WT07229,F1104,GW100-2500,0,4314407229,FLYGS01,甘肃,,G146,FLYGS01G146
玉门风电场,1620901,WT07228,F1105,GW100-2500,0,4314407228,FLYGS01,甘肃,,G147,FLYGS01G147
玉门风电场,1620901,WT07227,F1106,GW100-2500,0,4314407227,FLYGS01,甘肃,,G148,FLYGS01G148
玉门风电场,1620901,WT07226,F1201,GW100-2500,0,4314407226,FLYGS01,甘肃,,G149,FLYGS01G149
玉门风电场,1620901,WT07225,F1202,GW100-2500,0,4314407225,FLYGS01,甘肃,,G150,FLYGS01G150
玉门风电场,1620901,WT07224,F1203,GW100-2500,0,4314407224,FLYGS01,甘肃,,G151,FLYGS01G151
玉门风电场,1620901,WT07223,F1204,GW100-2500,0,4314407223,FLYGS01,甘肃,,G152,FLYGS01G152
玉门风电场,1620901,WT07222,F1205,GW100-2500,0,4314407222,FLYGS01,甘肃,,G153,FLYGS01G153
玉门风电场,1620901,WT07221,F1206,GW100-2500,0,4314407221,FLYGS01,甘肃,,G154,FLYGS01G154
玉门风电场,1620901,WT08020,F1207,GW100-2500,0,4314408020,FLYGS01,甘肃,,G155,FLYGS01G155
玉门风电场,1620901,WT09547,LD01,FD93-2000,0,4314409547,FLYGS01,甘肃,,G156,FLYGS01G156
玉门风电场,1620901,WT09548,LD02,FD93-2000,0,4314409548,FLYGS01,甘肃,,G157,FLYGS01G157
低窝铺风电场,1735211,WT03595,AF01,G58-850,0,4314403595,FLYGS02,甘肃,,G001,FLYGS02G001
低窝铺风电场,1735211,WT03596,AF02,G58-850,0,4314403596,FLYGS02,甘肃,,G002,FLYGS02G002
低窝铺风电场,1735211,WT03597,AF03,G58-850,0,4314403597,FLYGS02,甘肃,,G003,FLYGS02G003
低窝铺风电场,1735211,WT03598,AF04,G58-850,0,4314403598,FLYGS02,甘肃,,G004,FLYGS02G004
低窝铺风电场,1735211,WT03599,AF05,G58-850,0,4314403599,FLYGS02,甘肃,,G005,FLYGS02G005
低窝铺风电场,1735211,WT03600,AF06,G58-850,0,4314403600,FLYGS02,甘肃,,G006,FLYGS02G006
低窝铺风电场,1735211,WT03601,AF07,G58-850,0,4314403601,FLYGS02,甘肃,,G007,FLYGS02G007
低窝铺风电场,1735211,WT03602,AF08,G58-850,0,4314403602,FLYGS02,甘肃,,G008,FLYGS02G008
低窝铺风电场,1735211,WT03603,AF09,G58-850,0,4314403603,FLYGS02,甘肃,,G009,FLYGS02G009
低窝铺风电场,1735211,WT03604,AF10,G58-850,0,4314403604,FLYGS02,甘肃,,G010,FLYGS02G010
低窝铺风电场,1735211,WT03605,AF11,G58-850,0,4314403605,FLYGS02,甘肃,,G011,FLYGS02G011
低窝铺风电场,1735211,WT03606,AF12,G58-850,0,4314403606,FLYGS02,甘肃,,G012,FLYGS02G012
低窝铺风电场,1735211,WT03607,AF13,G58-850,0,4314403607,FLYGS02,甘肃,,G013,FLYGS02G013
低窝铺风电场,1735211,WT03608,AF14,G58-850,0,4314403608,FLYGS02,甘肃,,G014,FLYGS02G014
低窝铺风电场,1735211,WT03609,AF15,G58-850,0,4314403609,FLYGS02,甘肃,,G015,FLYGS02G015
低窝铺风电场,1735211,WT03610,AF16,G58-850,0,4314403610,FLYGS02,甘肃,,G016,FLYGS02G016
低窝铺风电场,1735211,WT03611,AF17,G58-850,0,4314403611,FLYGS02,甘肃,,G017,FLYGS02G017
低窝铺风电场,1735211,WT03612,AF18,G58-850,0,4314403612,FLYGS02,甘肃,,G018,FLYGS02G018
低窝铺风电场,1735211,WT03613,AF19,G58-850,0,4314403613,FLYGS02,甘肃,,G019,FLYGS02G019
低窝铺风电场,1735211,WT03614,AF20,G58-850,0,4314403614,FLYGS02,甘肃,,G020,FLYGS02G020
低窝铺风电场,1735211,WT03615,AF21,G58-850,0,4314403615,FLYGS02,甘肃,,G021,FLYGS02G021
低窝铺风电场,1735211,WT03616,AF22,G58-850,0,4314403616,FLYGS02,甘肃,,G022,FLYGS02G022
低窝铺风电场,1735211,WT03617,AF23,G58-850,0,4314403617,FLYGS02,甘肃,,G023,FLYGS02G023
低窝铺风电场,1735211,WT03618,AF24,G58-850,0,4314403618,FLYGS02,甘肃,,G024,FLYGS02G024
低窝铺风电场,1735211,WT03619,AF25,G58-850,0,4314403619,FLYGS02,甘肃,,G025,FLYGS02G025
低窝铺风电场,1735211,WT03620,AF26,G58-850,0,4314403620,FLYGS02,甘肃,,G026,FLYGS02G026
低窝铺风电场,1735211,WT03621,AF27,G58-850,0,4314403621,FLYGS02,甘肃,,G027,FLYGS02G027
低窝铺风电场,1735211,WT03622,AF28,G58-850,0,4314403622,FLYGS02,甘肃,,G028,FLYGS02G028
低窝铺风电场,1735211,WT03623,AF29,G58-850,0,4314403623,FLYGS02,甘肃,,G029,FLYGS02G029
低窝铺风电场,1735211,WT03624,AF30,G58-850,0,4314403624,FLYGS02,甘肃,,G030,FLYGS02G030
低窝铺风电场,1735211,WT03625,AF31,G58-850,0,4314403625,FLYGS02,甘肃,,G031,FLYGS02G031
低窝铺风电场,1735211,WT03626,AF32,G58-850,0,4314403626,FLYGS02,甘肃,,G032,FLYGS02G032
低窝铺风电场,1735211,WT03627,AF33,G58-850,0,4314403627,FLYGS02,甘肃,,G033,FLYGS02G033
低窝铺风电场,1735211,WT03628,AF34,G58-850,0,4314403628,FLYGS02,甘肃,,G034,FLYGS02G034
低窝铺风电场,1735211,WT03629,AF35,G58-850,0,4314403629,FLYGS02,甘肃,,G035,FLYGS02G035
低窝铺风电场,1735211,WT03630,AF36,G58-850,0,4314403630,FLYGS02,甘肃,,G036,FLYGS02G036
低窝铺风电场,1735211,WT03631,AF37,G58-850,0,4314403631,FLYGS02,甘肃,,G037,FLYGS02G037
低窝铺风电场,1735211,WT03632,AF38,G58-850,0,4314403632,FLYGS02,甘肃,,G038,FLYGS02G038
低窝铺风电场,1735211,WT03633,AF39,G58-850,0,4314403633,FLYGS02,甘肃,,G039,FLYGS02G039
低窝铺风电场,1735211,WT03634,AF40,G58-850,0,4314403634,FLYGS02,甘肃,,G040,FLYGS02G040
低窝铺风电场,1735211,WT03635,AF41,G58-850,0,4314403635,FLYGS02,甘肃,,G041,FLYGS02G041
低窝铺风电场,1735211,WT03636,AF42,G58-850,0,4314403636,FLYGS02,甘肃,,G042,FLYGS02G042
低窝铺风电场,1735211,WT03637,AF43,G58-850,0,4314403637,FLYGS02,甘肃,,G043,FLYGS02G043
低窝铺风电场,1735211,WT03638,AF44,G58-850,0,4314403638,FLYGS02,甘肃,,G044,FLYGS02G044
低窝铺风电场,1735211,WT03639,AF45,G58-850,0,4314403639,FLYGS02,甘肃,,G045,FLYGS02G045
低窝铺风电场,1735211,WT03640,AF46,G58-850,0,4314403640,FLYGS02,甘肃,,G046,FLYGS02G046
低窝铺风电场,1735211,WT03641,AF47,G58-850,0,4314403641,FLYGS02,甘肃,,G047,FLYGS02G047
低窝铺风电场,1735211,WT03642,AF48,G58-850,0,4314403642,FLYGS02,甘肃,,G048,FLYGS02G048
低窝铺风电场,1735211,WT03643,AF49,G58-850,0,4314403643,FLYGS02,甘肃,,G049,FLYGS02G049
低窝铺风电场,1735211,WT03644,AF50,G58-850,0,4314403644,FLYGS02,甘肃,,G050,FLYGS02G050
低窝铺风电场,1735211,WT03645,AF51,G58-850,0,4314403645,FLYGS02,甘肃,,G051,FLYGS02G051
低窝铺风电场,1735211,WT03646,AF52,G58-850,0,4314403646,FLYGS02,甘肃,,G052,FLYGS02G052
低窝铺风电场,1735211,WT03647,AF53,G58-850,0,4314403647,FLYGS02,甘肃,,G053,FLYGS02G053
低窝铺风电场,1735211,WT03648,AF54,G58-850,0,4314403648,FLYGS02,甘肃,,G054,FLYGS02G054
低窝铺风电场,1735211,WT03649,AF55,G58-850,0,4314403649,FLYGS02,甘肃,,G055,FLYGS02G055
低窝铺风电场,1735211,WT03650,AF56,G58-850,0,4314403650,FLYGS02,甘肃,,G056,FLYGS02G056
低窝铺风电场,1735211,WT03651,AF57,G58-850,0,4314403651,FLYGS02,甘肃,,G057,FLYGS02G057
低窝铺风电场,1735211,WT03652,AF58,G58-850,0,4314403652,FLYGS02,甘肃,,G058,FLYGS02G058
低窝铺风电场,1735211,WT03590,2101,GW77-1500,0,4314403590,FLYGS02,甘肃,,G059,FLYGS02G059
低窝铺风电场,1735211,WT03591,2102,GW77-1500,0,4314403591,FLYGS02,甘肃,,G060,FLYGS02G060
低窝铺风电场,1735211,WT03592,2103,GW77-1500,0,4314403592,FLYGS02,甘肃,,G061,FLYGS02G061
低窝铺风电场,1735211,WT03593,2104,GW77-1500,0,4314403593,FLYGS02,甘肃,,G062,FLYGS02G062
低窝铺风电场,1735211,WT03594,2105,GW77-1500,0,4314403594,FLYGS02,甘肃,,G063,FLYGS02G063
低窝铺风电场,1735211,WT03585,2201,GW77-1500,0,4314403585,FLYGS02,甘肃,,G064,FLYGS02G064
低窝铺风电场,1735211,WT03586,2202,GW77-1500,0,4314403586,FLYGS02,甘肃,,G065,FLYGS02G065
低窝铺风电场,1735211,WT03587,2203,GW77-1500,0,4314403587,FLYGS02,甘肃,,G066,FLYGS02G066
低窝铺风电场,1735211,WT03588,2204,GW77-1500,0,4314403588,FLYGS02,甘肃,,G067,FLYGS02G067
低窝铺风电场,1735211,WT03589,2205,GW77-1500,0,4314403589,FLYGS02,甘肃,,G068,FLYGS02G068
低窝铺风电场,1735211,WT03581,2301,GW77-1500,0,4314403581,FLYGS02,甘肃,,G069,FLYGS02G069
低窝铺风电场,1735211,WT03582,2302,GW77-1500,0,4314403582,FLYGS02,甘肃,,G070,FLYGS02G070
低窝铺风电场,1735211,WT03583,2303,GW77-1500,0,4314403583,FLYGS02,甘肃,,G071,FLYGS02G071
低窝铺风电场,1735211,WT03584,2304,GW77-1500,0,4314403584,FLYGS02,甘肃,,G072,FLYGS02G072
低窝铺风电场,1735211,WT03577,2401,GW77-1500,0,4314403577,FLYGS02,甘肃,,G073,FLYGS02G073
低窝铺风电场,1735211,WT03578,2402,GW77-1500,0,4314403578,FLYGS02,甘肃,,G074,FLYGS02G074
低窝铺风电场,1735211,WT03579,2403,GW77-1500,0,4314403579,FLYGS02,甘肃,,G075,FLYGS02G075
低窝铺风电场,1735211,WT03580,2404,GW77-1500,0,4314403580,FLYGS02,甘肃,,G076,FLYGS02G076
低窝铺风电场,1735211,WT03572,2501,GW77-1500,0,4314403572,FLYGS02,甘肃,,G077,FLYGS02G077
低窝铺风电场,1735211,WT03573,2502,GW77-1500,0,4314403573,FLYGS02,甘肃,,G078,FLYGS02G078
低窝铺风电场,1735211,WT03574,2503,GW77-1500,0,4314403574,FLYGS02,甘肃,,G079,FLYGS02G079
低窝铺风电场,1735211,WT03575,2504,GW77-1500,0,4314403575,FLYGS02,甘肃,,G080,FLYGS02G080
低窝铺风电场,1735211,WT03576,2505,GW77-1500,0,4314403576,FLYGS02,甘肃,,G081,FLYGS02G081
低窝铺风电场,1735211,WT03567,2601,GW77-1500,0,4314403567,FLYGS02,甘肃,,G082,FLYGS02G082
低窝铺风电场,1735211,WT03568,2602,GW77-1500,0,4314403568,FLYGS02,甘肃,,G083,FLYGS02G083
低窝铺风电场,1735211,WT03569,2603,GW77-1500,0,4314403569,FLYGS02,甘肃,,G084,FLYGS02G084
低窝铺风电场,1735211,WT03570,2604,GW77-1500,0,4314403570,FLYGS02,甘肃,,G085,FLYGS02G085
低窝铺风电场,1735211,WT03571,2605,GW77-1500,0,4314403571,FLYGS02,甘肃,,G086,FLYGS02G086
低窝铺风电场,1735211,WT03562,2701,GW77-1500,0,4314403562,FLYGS02,甘肃,,G087,FLYGS02G087
低窝铺风电场,1735211,WT03563,2702,GW77-1500,0,4314403563,FLYGS02,甘肃,,G088,FLYGS02G088
低窝铺风电场,1735211,WT03564,2703,GW77-1500,0,4314403564,FLYGS02,甘肃,,G089,FLYGS02G089
低窝铺风电场,1735211,WT03565,2704,GW77-1500,0,4314403565,FLYGS02,甘肃,,G090,FLYGS02G090
低窝铺风电场,1735211,WT03566,2705,GW77-1500,0,4314403566,FLYGS02,甘肃,,G091,FLYGS02G091
玉新风电场,1620902,WT05338,1401F,UP82-1500,0,4314405338,FLYGS03,甘肃,,G001,FLYGS03G001
玉新风电场,1620902,WT05339,1402F,UP82-1500,0,4314405339,FLYGS03,甘肃,,G002,FLYGS03G002
玉新风电场,1620902,WT05340,1403F,UP82-1500,0,4314405340,FLYGS03,甘肃,,G003,FLYGS03G003
玉新风电场,1620902,WT05341,1404F,UP82-1500,0,4314405341,FLYGS03,甘肃,,G004,FLYGS03G004
玉新风电场,1620902,WT05342,1405F,UP82-1500,0,4314405342,FLYGS03,甘肃,,G005,FLYGS03G005
玉新风电场,1620902,WT05343,1406F,UP82-1500,0,4314405343,FLYGS03,甘肃,,G006,FLYGS03G006
玉新风电场,1620902,WT05344,1407F,UP82-1500,0,4314405344,FLYGS03,甘肃,,G007,FLYGS03G007
玉新风电场,1620902,WT05345,1408F,UP82-1500,0,4314405345,FLYGS03,甘肃,,G008,FLYGS03G008
玉新风电场,1620902,WT05346,1409F,UP82-1500,0,4314405346,FLYGS03,甘肃,,G009,FLYGS03G009
玉新风电场,1620902,WT05347,1410F,UP82-1500,0,4314405347,FLYGS03,甘肃,,G010,FLYGS03G010
玉新风电场,1620902,WT05348,1411F,UP82-1500,0,4314405348,FLYGS03,甘肃,,G011,FLYGS03G011
玉新风电场,1620902,WT05349,1412F,UP82-1500,0,4314405349,FLYGS03,甘肃,,G012,FLYGS03G012
玉新风电场,1620902,WT05350,1413F,UP82-1500,0,4314405350,FLYGS03,甘肃,,G013,FLYGS03G013
玉新风电场,1620902,WT05351,1414F,UP82-1500,0,4314405351,FLYGS03,甘肃,,G014,FLYGS03G014
玉新风电场,1620902,WT05352,1415F,UP82-1500,0,4314405352,FLYGS03,甘肃,,G015,FLYGS03G015
玉新风电场,1620902,WT05320,1316F,UP82-1500,0,4314405320,FLYGS03,甘肃,,G016,FLYGS03G016
玉新风电场,1620902,WT05321,1317F,UP82-1500,0,4314405321,FLYGS03,甘肃,,G017,FLYGS03G017
玉新风电场,1620902,WT05322,1318F,UP82-1500,0,4314405322,FLYGS03,甘肃,,G018,FLYGS03G018
玉新风电场,1620902,WT05323,1319F,UP82-1500,0,4314405323,FLYGS03,甘肃,,G019,FLYGS03G019
玉新风电场,1620902,WT05324,1320F,UP82-1500,0,4314405324,FLYGS03,甘肃,,G020,FLYGS03G020
玉新风电场,1620902,WT05325,1321F,UP82-1500,0,4314405325,FLYGS03,甘肃,,G021,FLYGS03G021
玉新风电场,1620902,WT05326,1322F,UP82-1500,0,4314405326,FLYGS03,甘肃,,G022,FLYGS03G022
玉新风电场,1620902,WT05327,1323F,UP82-1500,0,4314405327,FLYGS03,甘肃,,G023,FLYGS03G023
玉新风电场,1620902,WT05328,1324F,UP82-1500,0,4314405328,FLYGS03,甘肃,,G024,FLYGS03G024
玉新风电场,1620902,WT05329,1325F,UP82-1500,0,4314405329,FLYGS03,甘肃,,G025,FLYGS03G025
玉新风电场,1620902,WT05330,1326F,UP82-1500,0,4314405330,FLYGS03,甘肃,,G026,FLYGS03G026
玉新风电场,1620902,WT05331,1327F,UP82-1500,0,4314405331,FLYGS03,甘肃,,G027,FLYGS03G027
玉新风电场,1620902,WT05332,1328F,UP82-1500,0,4314405332,FLYGS03,甘肃,,G028,FLYGS03G028
玉新风电场,1620902,WT05333,1329F,UP82-1500,0,4314405333,FLYGS03,甘肃,,G029,FLYGS03G029
玉新风电场,1620902,WT05334,1330F,UP82-1500,0,4314405334,FLYGS03,甘肃,,G030,FLYGS03G030
玉新风电场,1620902,WT05335,1331F,UP82-1500,0,4314405335,FLYGS03,甘肃,,G031,FLYGS03G031
玉新风电场,1620902,WT05336,1332F,UP82-1500,0,4314405336,FLYGS03,甘肃,,G032,FLYGS03G032
玉新风电场,1620902,WT05337,1333F,UP82-1500,0,4314405337,FLYGS03,甘肃,,G033,FLYGS03G033
玉新风电场,1620902,WT06926,2401,GW82-1500,0,4314406926,FLYGS03,甘肃,,G034,FLYGS03G034
玉新风电场,1620902,WT06927,2402,GW82-1500,0,4314406927,FLYGS03,甘肃,,G035,FLYGS03G035
玉新风电场,1620902,WT06928,2403,GW82-1500,0,4314406928,FLYGS03,甘肃,,G036,FLYGS03G036
玉新风电场,1620902,WT06929,2404,GW82-1500,0,4314406929,FLYGS03,甘肃,,G037,FLYGS03G037
玉新风电场,1620902,WT06930,2405,GW82-1500,0,4314406930,FLYGS03,甘肃,,G038,FLYGS03G038
玉新风电场,1620902,WT06931,2406,GW82-1500,0,4314406931,FLYGS03,甘肃,,G039,FLYGS03G039
玉新风电场,1620902,WT06932,2407,GW82-1500,0,4314406932,FLYGS03,甘肃,,G040,FLYGS03G040
玉新风电场,1620902,WT06933,2408,GW82-1500,0,4314406933,FLYGS03,甘肃,,G041,FLYGS03G041
玉新风电场,1620902,WT06934,2409,GW82-1500,0,4314406934,FLYGS03,甘肃,,G042,FLYGS03G042
玉新风电场,1620902,WT06935,2410,GW82-1500,0,4314406935,FLYGS03,甘肃,,G043,FLYGS03G043
玉新风电场,1620902,WT06936,2411,GW82-1500,0,4314406936,FLYGS03,甘肃,,G044,FLYGS03G044
玉新风电场,1620902,WT06937,2412,GW82-1500,0,4314406937,FLYGS03,甘肃,,G045,FLYGS03G045
玉新风电场,1620902,WT06938,2413,GW82-1500,0,4314406938,FLYGS03,甘肃,,G046,FLYGS03G046
玉新风电场,1620902,WT06939,2414,GW82-1500,0,4314406939,FLYGS03,甘肃,,G047,FLYGS03G047
玉新风电场,1620902,WT06940,2415,GW82-1500,0,4314406940,FLYGS03,甘肃,,G048,FLYGS03G048
玉新风电场,1620902,WT06941,2416,GW82-1500,0,4314406941,FLYGS03,甘肃,,G049,FLYGS03G049
玉新风电场,1620902,WT06942,2417,GW82-1500,0,4314406942,FLYGS03,甘肃,,G050,FLYGS03G050
玉新风电场,1620902,WT06943,2318,GW82-1500,0,4314406943,FLYGS03,甘肃,,G051,FLYGS03G051
玉新风电场,1620902,WT06944,2319,GW82-1500,0,4314406944,FLYGS03,甘肃,,G052,FLYGS03G052
玉新风电场,1620902,WT06945,2320,GW82-1500,0,4314406945,FLYGS03,甘肃,,G053,FLYGS03G053
玉新风电场,1620902,WT06946,2321,GW82-1500,0,4314406946,FLYGS03,甘肃,,G054,FLYGS03G054
玉新风电场,1620902,WT06947,2322,GW82-1500,0,4314406947,FLYGS03,甘肃,,G055,FLYGS03G055
玉新风电场,1620902,WT06948,2323,GW82-1500,0,4314406948,FLYGS03,甘肃,,G056,FLYGS03G056
玉新风电场,1620902,WT06949,2324,GW82-1500,0,4314406949,FLYGS03,甘肃,,G057,FLYGS03G057
玉新风电场,1620902,WT06950,2325,GW82-1500,0,4314406950,FLYGS03,甘肃,,G058,FLYGS03G058
玉新风电场,1620902,WT06951,2326,GW82-1500,0,4314406951,FLYGS03,甘肃,,G059,FLYGS03G059
玉新风电场,1620902,WT06952,2327,GW82-1500,0,4314406952,FLYGS03,甘肃,,G060,FLYGS03G060
玉新风电场,1620902,WT06953,2328,GW82-1500,0,4314406953,FLYGS03,甘肃,,G061,FLYGS03G061
玉新风电场,1620902,WT06954,2329,GW82-1500,0,4314406954,FLYGS03,甘肃,,G062,FLYGS03G062
玉新风电场,1620902,WT06955,2330,GW82-1500,0,4314406955,FLYGS03,甘肃,,G063,FLYGS03G063
玉新风电场,1620902,WT06956,2331,GW82-1500,0,4314406956,FLYGS03,甘肃,,G064,FLYGS03G064
玉新风电场,1620902,WT06957,2332,GW82-1500,0,4314406957,FLYGS03,甘肃,,G065,FLYGS03G065
玉新风电场,1620902,WT06958,2333,GW82-1500,0,4314406958,FLYGS03,甘肃,,G066,FLYGS03G066
向阳风电场,1716100,WT03970,F01,GW50-750,0,4314403970,FLYGS04,甘肃,,G001,FLYGS04G001
向阳风电场,1716100,WT03971,F02,GW50-750,0,4314403971,FLYGS04,甘肃,,G002,FLYGS04G002
向阳风电场,1716100,WT03972,F03,GW50-750,0,4314403972,FLYGS04,甘肃,,G003,FLYGS04G003
向阳风电场,1716100,WT03973,F04,GW50-750,0,4314403973,FLYGS04,甘肃,,G004,FLYGS04G004
向阳风电场,1716100,WT03974,F05,GW50-750,0,4314403974,FLYGS04,甘肃,,G005,FLYGS04G005
向阳风电场,1716100,WT03975,F06,GW50-750,0,4314403975,FLYGS04,甘肃,,G006,FLYGS04G006
向阳风电场,1716100,WT03976,F07,GW50-750,0,4314403976,FLYGS04,甘肃,,G007,FLYGS04G007
向阳风电场,1716100,WT03977,F08,GW50-750,0,4314403977,FLYGS04,甘肃,,G008,FLYGS04G008
向阳风电场,1716100,WT03978,F09,GW50-750,0,4314403978,FLYGS04,甘肃,,G009,FLYGS04G009
向阳风电场,1716100,WT03979,F10,GW50-750,0,4314403979,FLYGS04,甘肃,,G010,FLYGS04G010
向阳风电场,1716100,WT03980,F11,GW50-750,0,4314403980,FLYGS04,甘肃,,G011,FLYGS04G011
向阳风电场,1716100,WT03981,F12,GW50-750,0,4314403981,FLYGS04,甘肃,,G012,FLYGS04G012
向阳风电场,1716100,WT03982,F13,GW50-750,0,4314403982,FLYGS04,甘肃,,G013,FLYGS04G013
向阳风电场,1716100,WT03983,F14,GW50-750,0,4314403983,FLYGS04,甘肃,,G014,FLYGS04G014
向阳风电场,1716100,WT03984,F15,GW50-750,0,4314403984,FLYGS04,甘肃,,G015,FLYGS04G015
向阳风电场,1716100,WT03985,F16,GW50-750,0,4314403985,FLYGS04,甘肃,,G016,FLYGS04G016
向阳风电场,1716100,WT03986,F17,GW50-750,0,4314403986,FLYGS04,甘肃,,G017,FLYGS04G017
向阳风电场,1716100,WT03987,F18,GW50-750,0,4314403987,FLYGS04,甘肃,,G018,FLYGS04G018
向阳风电场,1716100,WT03988,F19,GW50-750,0,4314403988,FLYGS04,甘肃,,G019,FLYGS04G019
向阳风电场,1716100,WT03989,F20,GW50-750,0,4314403989,FLYGS04,甘肃,,G020,FLYGS04G020
向阳风电场,1716100,WT03990,F21,GW50-750,0,4314403990,FLYGS04,甘肃,,G021,FLYGS04G021
向阳风电场,1716100,WT03991,F22,GW50-750,0,4314403991,FLYGS04,甘肃,,G022,FLYGS04G022
向阳风电场,1716100,WT03992,F23,GW50-750,0,4314403992,FLYGS04,甘肃,,G023,FLYGS04G023
向阳风电场,1716100,WT03993,F24,GW50-750,0,4314403993,FLYGS04,甘肃,,G024,FLYGS04G024
向阳风电场,1716100,WT03994,F25,GW50-750,0,4314403994,FLYGS04,甘肃,,G025,FLYGS04G025
向阳风电场,1716100,WT03995,F26,GW50-750,0,4314403995,FLYGS04,甘肃,,G026,FLYGS04G026
向阳风电场,1716100,WT03996,F27,GW50-750,0,4314403996,FLYGS04,甘肃,,G027,FLYGS04G027
向阳风电场,1716100,WT03997,F28,GW50-750,0,4314403997,FLYGS04,甘肃,,G028,FLYGS04G028
向阳风电场,1716100,WT03998,F29,GW50-750,0,4314403998,FLYGS04,甘肃,,G029,FLYGS04G029
向阳风电场,1716100,WT03999,F30,GW50-750,0,4314403999,FLYGS04,甘肃,,G030,FLYGS04G030
向阳风电场,1716100,WT04000,F31,GW50-750,0,4314404000,FLYGS04,甘肃,,G031,FLYGS04G031
向阳风电场,1716100,WT04001,F32,GW50-750,0,4314404001,FLYGS04,甘肃,,G032,FLYGS04G032
向阳风电场,1716100,WT04002,F33,GW50-750,0,4314404002,FLYGS04,甘肃,,G033,FLYGS04G033
向阳风电场,1716100,WT04003,F34,GW50-750,0,4314404003,FLYGS04,甘肃,,G034,FLYGS04G034
向阳风电场,1716100,WT04004,F35,GW50-750,0,4314404004,FLYGS04,甘肃,,G035,FLYGS04G035
向阳风电场,1716100,WT04005,F36,GW50-750,0,4314404005,FLYGS04,甘肃,,G036,FLYGS04G036
向阳风电场,1716100,WT04006,F37,GW50-750,0,4314404006,FLYGS04,甘肃,,G037,FLYGS04G037
向阳风电场,1716100,WT04007,F38,GW50-750,0,4314404007,FLYGS04,甘肃,,G038,FLYGS04G038
向阳风电场,1716100,WT04008,F39,GW50-750,0,4314404008,FLYGS04,甘肃,,G039,FLYGS04G039
向阳风电场,1716100,WT04009,F40,GW50-750,0,4314404009,FLYGS04,甘肃,,G040,FLYGS04G040
向阳风电场,1716100,WT04010,F41,GW50-750,0,4314404010,FLYGS04,甘肃,,G041,FLYGS04G041
向阳风电场,1716100,WT04011,F42,GW50-750,0,4314404011,FLYGS04,甘肃,,G042,FLYGS04G042
向阳风电场,1716100,WT04012,F43,GW50-750,0,4314404012,FLYGS04,甘肃,,G043,FLYGS04G043
向阳风电场,1716100,WT04013,F44,GW50-750,0,4314404013,FLYGS04,甘肃,,G044,FLYGS04G044
向阳风电场,1716100,WT04014,F45,GW50-750,0,4314404014,FLYGS04,甘肃,,G045,FLYGS04G045
向阳风电场,1716100,WT04015,F46,GW50-750,0,4314404015,FLYGS04,甘肃,,G046,FLYGS04G046
向阳风电场,1716100,WT04016,F47,GW50-750,0,4314404016,FLYGS04,甘肃,,G047,FLYGS04G047
向阳风电场,1716100,WT04017,F48,GW50-750,0,4314404017,FLYGS04,甘肃,,G048,FLYGS04G048
向阳风电场,1716100,WT04018,F49,GW50-750,0,4314404018,FLYGS04,甘肃,,G049,FLYGS04G049
向阳风电场,1716100,WT04019,F50,GW50-750,0,4314404019,FLYGS04,甘肃,,G050,FLYGS04G050
向阳风电场,1716100,WT04020,F51,GW50-750,0,4314404020,FLYGS04,甘肃,,G051,FLYGS04G051
